timestamp,left_shoulder_x,left_shoulder_y,left_shoulder_v,left_shoulder_vr,right_shoulder_x,right_shoulder_y,right_shoulder_v,right_shoulder_vr,left_knee_x,left_knee_y,left_knee_v,left_knee_vr,right_knee_x,right_knee_y,right_knee_v,right_knee_vr,checkFall
2025-04-25 23:31:40.595,0.39,0.66,1.0,1.0,0.49,0.66,1.0,1.0,0.43,0.88,0.38,0.0,0.46,0.87,0.54,0.0,0
2025-04-25 23:31:40.676,0.39,0.65,1.0,1.0,0.5,0.65,1.0,1.0,0.43,0.88,0.44,0.0,0.48,0.86,0.57,0.0,0
2025-04-25 23:31:40.750,0.39,0.63,1.0,1.0,0.5,0.64,1.0,1.0,0.43,0.87,0.49,0.0,0.48,0.85,0.59,0.0,0
2025-04-25 23:31:40.823,0.4,0.62,1.0,1.0,0.5,0.63,1.0,1.0,0.43,0.86,0.53,0.0,0.48,0.84,0.61,0.0,0
2025-04-25 23:31:40.890,0.4,0.62,1.0,1.0,0.5,0.63,1.0,1.0,0.43,0.85,0.58,0.0,0.48,0.83,0.64,0.0,0
2025-04-25 23:31:40.955,0.4,0.62,1.0,1.0,0.5,0.62,1.0,1.0,0.44,0.84,0.6,0.0,0.48,0.83,0.64,0.0,0
2025-04-25 23:31:41.026,0.4,0.61,1.0,1.0,0.5,0.62,1.0,1.0,0.45,0.84,0.64,0.0,0.48,0.83,0.65,0.0,0
2025-04-25 23:31:41.108,0.41,0.62,1.0,1.0,0.51,0.62,1.0,1.0,0.46,0.85,0.66,0.0,0.49,0.83,0.62,0.0,0
2025-04-25 23:31:41.175,0.41,0.62,1.0,1.0,0.52,0.62,1.0,1.0,0.47,0.85,0.68,0.0,0.52,0.79,0.57,0.0,0
2025-04-25 23:31:41.246,0.51,0.62,1.0,1.0,0.42,0.62,1.0,1.0,0.5,0.83,0.67,0.0,0.51,0.8,0.6,0.0,0
2025-04-25 23:31:41.315,0.52,0.62,1.0,1.0,0.41,0.62,1.0,1.0,0.48,0.83,0.66,0.0,0.49,0.8,0.61,0.0,0
2025-04-25 23:31:41.395,0.44,0.63,1.0,1.0,0.51,0.62,1.0,1.0,0.48,0.82,0.61,0.0,0.49,0.81,0.58,0.0,0
2025-04-25 23:31:41.479,0.42,0.64,1.0,1.0,0.52,0.64,1.0,1.0,0.47,0.83,0.57,0.0,0.49,0.83,0.56,0.0,0
2025-04-25 23:31:41.565,0.42,0.65,1.0,1.0,0.52,0.65,1.0,1.0,0.46,0.85,0.58,0.0,0.49,0.87,0.57,0.0,0
2025-04-25 23:31:41.640,0.42,0.66,1.0,1.0,0.51,0.65,1.0,1.0,0.46,0.85,0.57,0.0,0.48,0.86,0.56,0.0,0
2025-04-25 23:31:41.709,0.42,0.66,1.0,1.0,0.51,0.65,1.0,1.0,0.46,0.88,0.57,0.0,0.48,0.89,0.55,0.0,0
2025-04-25 23:31:41.785,0.42,0.66,1.0,1.0,0.52,0.65,1.0,1.0,0.44,0.87,0.61,0.0,0.48,0.87,0.59,0.0,0
2025-04-25 23:31:41.859,0.43,0.66,1.0,1.0,0.53,0.66,1.0,1.0,0.45,0.86,0.6,0.0,0.48,0.86,0.61,0.0,0
2025-04-25 23:31:41.923,0.43,0.65,1.0,1.0,0.53,0.66,1.0,1.0,0.45,0.83,0.59,0.0,0.49,0.87,0.63,0.0,0
2025-04-25 23:31:41.993,0.43,0.65,1.0,1.0,0.53,0.65,1.0,1.0,0.45,0.82,0.58,0.0,0.48,0.86,0.66,0.0,0
2025-04-25 23:31:42.060,0.51,0.63,1.0,1.0,0.43,0.64,1.0,1.0,0.47,0.83,0.61,0.0,0.47,0.84,0.68,0.0,0
2025-04-25 23:31:42.136,0.44,0.62,1.0,1.0,0.52,0.63,1.0,1.0,0.46,0.81,0.63,0.0,0.49,0.84,0.71,1.0,1
2025-04-25 23:31:42.208,0.43,0.62,1.0,1.0,0.53,0.62,1.0,1.0,0.46,0.82,0.65,0.0,0.49,0.83,0.72,1.0,1
2025-04-25 23:31:42.286,0.43,0.62,1.0,1.0,0.53,0.62,1.0,1.0,0.46,0.82,0.67,0.0,0.51,0.75,0.66,0.0,0
2025-04-25 23:31:42.353,0.43,0.62,1.0,1.0,0.53,0.62,1.0,1.0,0.47,0.82,0.7,1.0,0.51,0.76,0.61,0.0,1
2025-04-25 23:31:42.428,0.43,0.62,1.0,1.0,0.53,0.62,1.0,1.0,0.47,0.82,0.71,1.0,0.51,0.79,0.57,0.0,1
2025-04-25 23:31:42.607,0.42,0.64,1.0,1.0,0.52,0.63,1.0,1.0,0.47,0.83,0.72,1.0,0.48,0.83,0.61,0.0,1
2025-04-25 23:31:42.675,0.43,0.65,1.0,1.0,0.52,0.64,1.0,1.0,0.48,0.84,0.72,1.0,0.48,0.84,0.64,0.0,1
2025-04-25 23:31:42.750,0.43,0.65,1.0,1.0,0.52,0.64,1.0,1.0,0.48,0.84,0.73,1.0,0.48,0.84,0.67,0.0,1
2025-04-25 23:31:42.820,0.43,0.66,1.0,1.0,0.52,0.65,1.0,1.0,0.48,0.85,0.73,1.0,0.48,0.85,0.7,1.0,1
2025-04-25 23:31:42.887,0.44,0.67,1.0,1.0,0.52,0.65,1.0,1.0,0.48,0.85,0.72,1.0,0.49,0.85,0.73,1.0,1
2025-04-25 23:31:42.952,0.44,0.67,1.0,1.0,0.52,0.66,1.0,1.0,0.47,0.82,0.69,0.0,0.5,0.88,0.75,1.0,1
2025-04-25 23:31:43.025,0.44,0.67,1.0,1.0,0.52,0.65,1.0,1.0,0.5,0.84,0.72,1.0,0.53,0.85,0.77,1.0,1
2025-04-25 23:31:43.098,0.44,0.67,1.0,1.0,0.52,0.65,1.0,1.0,0.5,0.85,0.75,1.0,0.53,0.84,0.79,1.0,1
2025-04-25 23:31:43.169,0.44,0.67,1.0,1.0,0.52,0.65,1.0,1.0,0.5,0.84,0.77,1.0,0.54,0.83,0.81,1.0,1
2025-04-25 23:31:43.244,0.44,0.64,1.0,1.0,0.53,0.64,1.0,1.0,0.5,0.83,0.79,1.0,0.56,0.81,0.82,1.0,1
2025-04-25 23:31:43.314,0.45,0.62,1.0,1.0,0.53,0.63,1.0,1.0,0.5,0.83,0.81,1.0,0.58,0.79,0.8,1.0,1
2025-04-25 23:31:43.381,0.45,0.61,1.0,1.0,0.54,0.62,1.0,1.0,0.51,0.82,0.82,1.0,0.58,0.76,0.8,1.0,1
2025-04-25 23:31:43.445,0.45,0.6,1.0,1.0,0.54,0.61,1.0,1.0,0.51,0.81,0.83,1.0,0.58,0.76,0.8,1.0,1
2025-04-25 23:31:43.512,0.46,0.59,1.0,1.0,0.54,0.6,1.0,1.0,0.51,0.79,0.84,1.0,0.58,0.74,0.81,1.0,1
2025-04-25 23:31:43.586,0.47,0.58,1.0,1.0,0.54,0.6,1.0,1.0,0.52,0.78,0.85,1.0,0.58,0.72,0.82,1.0,1
2025-04-25 23:31:43.659,0.47,0.57,1.0,1.0,0.55,0.6,1.0,1.0,0.52,0.77,0.87,1.0,0.58,0.72,0.81,1.0,1
2025-04-25 23:31:43.733,0.47,0.58,1.0,1.0,0.55,0.6,1.0,1.0,0.53,0.75,0.88,1.0,0.58,0.71,0.82,1.0,1
2025-04-25 23:31:43.805,0.47,0.58,1.0,1.0,0.55,0.6,1.0,1.0,0.53,0.75,0.89,1.0,0.58,0.72,0.83,1.0,1
2025-04-25 23:31:43.876,0.47,0.58,1.0,1.0,0.54,0.59,1.0,1.0,0.54,0.75,0.89,1.0,0.6,0.74,0.85,1.0,1
2025-04-25 23:31:43.948,0.47,0.58,1.0,1.0,0.54,0.59,1.0,1.0,0.55,0.76,0.88,1.0,0.59,0.74,0.86,1.0,1
2025-04-25 23:31:44.019,0.47,0.59,1.0,1.0,0.54,0.59,1.0,1.0,0.55,0.76,0.87,1.0,0.6,0.76,0.87,1.0,1
2025-04-25 23:31:44.094,0.52,0.62,1.0,1.0,0.5,0.61,1.0,1.0,0.57,0.78,0.87,1.0,0.6,0.78,0.88,1.0,1
2025-04-25 23:31:44.166,0.5,0.62,1.0,1.0,0.52,0.62,1.0,1.0,0.56,0.79,0.87,1.0,0.59,0.78,0.89,1.0,1
2025-04-25 23:31:44.240,0.54,0.63,1.0,1.0,0.47,0.64,1.0,1.0,0.59,0.79,0.88,1.0,0.56,0.81,0.9,1.0,1
2025-04-25 23:31:44.303,0.48,0.66,1.0,1.0,0.53,0.65,1.0,1.0,0.57,0.84,0.89,1.0,0.59,0.82,0.9,1.0,1
2025-04-25 23:31:44.371,0.47,0.69,1.0,1.0,0.54,0.67,1.0,1.0,0.56,0.85,0.9,1.0,0.59,0.84,0.9,1.0,1
2025-04-25 23:31:44.446,0.47,0.69,1.0,1.0,0.54,0.68,1.0,1.0,0.54,0.84,0.9,1.0,0.58,0.84,0.86,1.0,1
2025-04-25 23:31:44.520,0.47,0.7,1.0,1.0,0.54,0.68,1.0,1.0,0.53,0.84,0.91,1.0,0.58,0.84,0.81,1.0,1
2025-04-25 23:31:44.596,0.47,0.72,1.0,1.0,0.54,0.7,1.0,1.0,0.54,0.84,0.87,1.0,0.57,0.83,0.81,1.0,1
2025-04-25 23:31:44.666,0.48,0.74,1.0,1.0,0.54,0.72,1.0,1.0,0.53,0.84,0.84,1.0,0.56,0.83,0.77,1.0,1
2025-04-25 23:31:44.856,0.56,0.77,1.0,1.0,0.47,0.77,1.0,1.0,0.57,0.86,0.82,1.0,0.45,0.88,0.78,1.0,1
2025-04-25 23:31:44.931,0.5,0.78,1.0,1.0,0.49,0.78,1.0,1.0,0.55,0.88,0.78,1.0,0.51,0.88,0.75,1.0,1
2025-04-25 23:31:45.004,0.47,0.78,1.0,1.0,0.5,0.79,1.0,1.0,0.55,0.89,0.73,1.0,0.52,0.89,0.73,1.0,1
2025-04-25 23:31:45.079,0.42,0.81,1.0,1.0,0.49,0.81,1.0,1.0,0.48,0.87,0.67,0.0,0.52,0.87,0.75,1.0,1
2025-04-25 23:31:45.143,0.4,0.82,1.0,1.0,0.46,0.82,1.0,1.0,0.39,0.87,0.64,0.0,0.51,0.86,0.77,1.0,1
2025-04-25 23:31:47.278,0.12,0.8,1.0,1.0,0.1,0.7,1.0,1.0,0.09,0.85,0.6,0.0,0.06,0.75,0.71,1.0,1
2025-04-25 23:31:47.693,0.13,0.79,1.0,1.0,0.11,0.71,1.0,1.0,0.06,0.81,0.56,0.0,0.05,0.77,0.65,0.0,0
2025-04-25 23:31:47.886,0.13,0.8,1.0,1.0,0.11,0.72,1.0,1.0,0.06,0.82,0.55,0.0,0.04,0.78,0.61,0.0,0
